,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,V2O5,E
0,0.6383,0.031,0.1409,0.0849,0.0659,0.0279999999999999,0.0,0.0,0.0,0.0,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,84.6
1,0.6364999999999998,0.0142999999999999,0.1626,0.0,0.0,0.0,0.0985999999999999,0.0625999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0,76.9000015258789
2,0.785,0.0,0.0,0.0,0.08,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1
3,0.51,0.201,0.0,0.0,0.0,0.0,0.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7
4,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8000030517578
5,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,66.0
6,0.5748574857485748,0.0256025602560256,0.0466046604660466,0.0959095909590959,0.0424042404240424,0.0,0.0995099509950994,0.0575057505750575,0.0126012601260126,0.0,0.0,0.0,0.0,0.0,0.0,0.0298029802980298,0.0,0.0096009600960096,0.0042004200420042,0.0,90.3000030517578
7,0.6181,0.0138,0.1159999999999999,0.1499,0.0871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141999999999999,0.0,0.0,0.0,0.0,0.0,0.0,94.0
8,0.4593,0.0542999999999999,0.0272,0.216,0.216,0.0,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4000015258789
9,0.508949105089491,0.0,0.1204879512048795,0.1507849215078492,0.0,0.0,0.0,0.0,0.0,0.1796820317968203,0.0,0.0,0.0,0.0,0.0,0.0400959904009599,0.0,0.0,0.0,0.0,99.5
10,0.42,0.0,0.0,0.0,0.045,0.11,0.0,0.1,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,97.0
11,0.45,0.0,0.15,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,103.20000000000002
12,0.7,0.0,0.09,0.0,0.0,0.0,0.1,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,80.0
13,0.73,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
14,0.7157,0.0,0.0,0.0,0.0,0.0,0.0,0.0321,0.0844,0.0,0.0,0.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.29999923706055
15,0.6114,0.0692,0.1596,0.0107,0.0281,0.0,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994999999999999,0.0,64.0999984741211
16,0.7055,0.0,0.0,0.0,0.0,0.0,0.0,0.2945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.70000000000002
17,0.65,0.05,0.025,0.1,0.0,0.0,0.0,0.125,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5999984741211
18,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1
19,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42000000000002
20,0.8009000000000001,0.0449,0.021,0.0319,0.0327999999999999,0.0099,0.0,0.0524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5
21,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.0487,0.0,0.0,0.1851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.29999923706056
22,0.6619,0.1112,0.096,0.0049,0.0932,0.0,0.0,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.00000000000001
23,0.475,0.0,0.15,0.275,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
24,0.6667000000000001,0.0889,0.0222,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.80000305175781
25,0.664,0.096,0.105,0.04,0.065,0.005,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.80000305175781
26,0.2039,0.0,0.0,0.0,0.0,0.0,0.0,0.1837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6124,0.0,0.0,0.0,69.67
27,0.6667000000000001,0.0444,0.0667,0.0,0.0,0.0,0.0,0.1778,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69999694824219
28,0.6235,0.0,0.0828,0.0418,0.2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0999984741211
29,0.7177,0.0835,0.0886,0.04,0.0541,0.0055,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.3
30,0.6976302369763023,0.0464953504649535,0.0232976702329767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325767423257674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0999984741211
31,0.7142285771422859,0.0,0.0,0.0,0.1428857114288571,0.0,0.0,0.1428857114288571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5
32,0.6,0.0,0.16,0.0,0.08,0.0,0.0,0.096,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.61999999999999
33,0.78,0.13,0.01,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
34,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.99999999999994
35,0.6602999999999999,0.0638999999999999,0.1289,0.0469999999999999,0.0629,0.0289999999999999,0.0,0.0,0.0,0.0,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4000015258789
36,0.502,0.0,0.1521,0.0,0.0,0.1438,0.0,0.1028999999999999,0.0992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88
37,0.0921907809219078,0.0,0.0,0.1620837916208379,0.0,0.0,0.0,0.0921907809219078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6535346465353464,0.0,0.0,0.0,75.4000015258789
38,0.8218000000000001,0.1152,0.0121,0.0,0.011,0.0,0.0,0.0398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7
39,0.55,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.1115,0.0,0.0,0.0,0.0,0.0,105.6
40,0.679,0.037,0.15,0.075,0.035,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
41,0.5686,0.0,0.0991,0.0409999999999999,0.0601,0.0,0.1041,0.0771,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,90.0
42,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79999923706055
43,0.6667000000000001,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
44,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,75.44
45,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,57.4
46,0.5988598859885989,0.0,0.0529052905290529,0.0595059505950595,0.2887288728872887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.00000000000001
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,42.29999923706054
48,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
49,0.0,0.6,0.05,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.09999847412108
50,0.7133,0.1364,0.0,0.0,0.0,0.0,0.0,0.1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
51,0.618,0.0,0.1517,0.2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3000030517578
52,0.645,0.051,0.144,0.023,0.0,0.0,0.0,0.1369999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5
53,0.0,0.5385,0.0,0.0,0.2177,0.0,0.0,0.2264999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,76.8
54,0.617,0.0,0.062,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.30000000000001
55,0.66,0.0,0.11,0.0,0.0,0.0,0.128,0.055,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,81.70000000000002
56,0.7191,0.1627,0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878999999999999,0.0,54.71
57,0.6802319768023198,0.1022897710228977,0.0,0.0,0.0165983401659834,0.0,0.0,0.1698830116988301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030996900309969,0.0,0.0,0.0,0.0,80.80000305175781
58,0.75,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
59,0.69,0.0,0.11,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
60,0.725,0.143,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5999984741211
61,0.4869,0.0,0.0571,0.0645,0.2158,0.0,0.0579999999999999,0.0188,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,103.0
62,0.6015,0.0,0.1592,0.0,0.032,0.0,0.048,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
63,0.6441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379,0.0,0.0,0.3151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.260000000000005
64,0.7103289671032897,0.0,0.005999400059994,0.1514848515148485,0.0435956404359564,0.0,0.0,0.0295970402959704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058994100589941,0.0,0.0,88.0
65,0.5605560556055607,0.0896089608960896,0.0856085608560856,0.0696069606960696,0.1946194619461946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
66,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,63.0
67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.10999999999999
68,0.60996099609961,0.0,0.067006700670067,0.0,0.123012301230123,0.0,0.0,0.0,0.0,0.0,0.2000200020002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
69,0.7,0.0,0.05,0.05,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
70,0.7,0.12,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9000015258789
71,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.900001525878906
72,0.6813,0.0,0.0844,0.0574,0.0,0.0,0.0,0.1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202,67.30000305175783
73,0.705,0.0,0.0,0.0,0.195,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2
74,0.0,0.667,0.0,0.0,0.0,0.0,0.3329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
75,0.6459999999999999,0.06,0.1119999999999999,0.018,0.078,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99999999999999
76,0.6465000000000001,0.0091,0.0557,0.0235,0.0112,0.0,0.1055,0.061,0.0067,0.0116,0.0,0.0,0.0,0.0,0.0,0.0237,0.0,0.0306999999999999,0.0133,0.0,86.1
77,0.6114,0.0,0.1418,0.0437,0.0513,0.0,0.0,0.1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9000015258789
78,0.6,0.0,0.04,0.1,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.29999923706055
79,0.7654,0.0,0.0,0.0,0.0,0.0,0.0,0.1712,0.0,0.0,0.0,0.0633999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5999984741211
80,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.29999999999998
81,0.75,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.19999694824219
82,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,76.1
83,0.6509999999999999,0.098,0.13,0.042,0.015,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3
84,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,52.40000152587891
85,0.7242000000000001,0.0901,0.0308,0.0,0.0447,0.0,0.0,0.1012,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
86,0.599,0.0,0.038,0.035,0.076,0.0,0.148,0.015,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.019,0.0,0.015,0.0,0.0,95.4
87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5
89,0.6394,0.0,0.0899,0.0679,0.0529,0.0,0.03,0.025,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.015,0.0,0.0,82.0
90,0.6846,0.0,0.0,0.0,0.0683,0.0,0.0392,0.0793,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894,0.0,0.0,88.6
91,0.7245275472452755,0.0,0.0,0.0542945705429457,0.056994300569943,0.0,0.0,0.1641835816418358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0999984741211
92,0.636,0.0047,0.1249,0.0486,0.0116,0.0,0.0,0.1581,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
93,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3
94,0.6679999999999999,0.0,0.079,0.178,0.02,0.0,0.04,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,89.80000305175781
95,0.7140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.70000000000001
96,0.5473,0.1677,0.0,0.0,0.0,0.0,0.093,0.0953,0.0,0.0,0.0,0.0,0.0,0.0,0.0967,0.0,0.0,0.0,0.0,0.0,95.8000030517578
97,0.3281,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4564,0.0,67.0
98,0.6464,0.1598,0.0959,0.0,0.0969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
99,0.6169616961696169,0.0093009300930093,0.1339133913391339,0.0645064506450645,0.0,0.0,0.0,0.1731173117311731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.00000000000001
100,0.66,0.0,0.055,0.08,0.0,0.0,0.051,0.08,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.025,0.0,0.0,81.90000000000002
101,0.705,0.0,0.0,0.0,0.185,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.19999694824219
102,0.5713428657134286,0.0,0.0988901109889011,0.2324767523247675,0.0972902709729027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
103,0.4375,0.0,0.0258,0.1801,0.1797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1261,0.0,0.0508,0.0,0.0,100.0
104,0.7678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1632999999999999,0.0,0.0,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.900001525878906
105,0.6976697669766977,0.1017101710171017,0.1033103310331033,0.0,0.0973097309730973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9000015258789
106,0.6454000000000001,0.009,0.0736,0.0466,0.2019,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
107,0.7173999999999999,0.0855,0.0805,0.0,0.0,0.0,0.0441,0.0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,66.5
108,0.6,0.1,0.025,0.1,0.0,0.0,0.0,0.125,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9000015258789
109,0.6527,0.0,0.0,0.0,0.1301,0.0,0.0,0.2171999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30000305175781
110,0.6396000000000001,0.0424,0.1447,0.0,0.0,0.0,0.0587,0.078,0.0,0.0116999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243999999999999,0.0,72.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,58.20000000000002
112,0.4541454145414541,0.0,0.0,0.0,0.2709270927092709,0.0,0.0,0.2451245124512451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262026202620262,0.0,77.9000015258789
113,0.6187,0.0,0.0608,0.0512,0.0944999999999999,0.0431,0.0,0.0467,0.0643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0,0.0,79.0
114,0.6493000000000001,0.0949,0.05,0.0,0.0,0.0,0.05,0.1298,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,61.9000015258789
116,0.6553,0.0,0.0493,0.0357,0.0256,0.0422,0.0,0.0464,0.0534,0.0,0.0624,0.0,0.0,0.0,0.0,0.0,0.0,0.0292,0.0,0.0,77.0
117,0.0,0.536,0.207,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
118,0.5865586558655865,0.2351235123512351,0.0895089508950894,0.0,0.0709070907090709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
119,0.8740000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.82
120,0.4545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545,0.0,0.0,0.0,65.36
121,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.26
122,0.58,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,97.7
123,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3
124,0.677,0.0,0.0807,0.0,0.0,0.0817,0.0,0.1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
125,0.64,0.02,0.151,0.03,0.0,0.0,0.0,0.119,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.62
126,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.29999923706056
127,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
128,0.6218502519798417,0.0142988560915126,0.1509879209663227,0.1185905127589792,0.0792936565074794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140988720902327,0.0,0.0,0.0,0.0,0.0,0.0,95.5
129,0.375,0.25,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.99999999999999
130,0.6706000000000001,0.0,0.0302999999999999,0.0967,0.0872,0.0,0.0,0.0399,0.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,75.0
131,0.58,0.0,0.115,0.096,0.004,0.0,0.0,0.175,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99999999999999
132,0.648,0.0,0.086,0.072,0.022,0.0,0.0579999999999999,0.087,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,78.5999984741211
133,0.7,0.0,0.055,0.08,0.0,0.0,0.064,0.031,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.025,0.0,0.0,84.69999694824219
134,0.771,0.0,0.006,0.0,0.0,0.0,0.022,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,70.00000000000001
135,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.59999847412109
136,0.0,0.0,0.1332,0.0,0.0,0.0855,0.1117,0.0,0.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4953,0.0,66.60000000000001
137,0.6417,0.0,0.0501999999999999,0.0457,0.1049,0.0,0.0,0.0579999999999999,0.0498,0.0,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2
138,0.4802,0.0332,0.0679,0.1718,0.1028999999999999,0.0,0.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,104.0
139,0.6992,0.1821,0.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.0,52.40000152587891
140,0.72,0.0,0.1,0.08,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,92.0
141,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5
142,0.2,0.74,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
143,0.6679866402671947,0.0759984800303994,0.124997500049999,0.0399992000159996,0.0739985200295994,0.0,0.0,0.0,0.0,0.0,0.0169996600067998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0999984741211
144,0.7050000000000002,0.021,0.06,0.0,0.0,0.065,0.0,0.028,0.032,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,75.99999999999999
145,0.6413,0.0,0.0075,0.0715,0.1404,0.0,0.0,0.032,0.0632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374,0.0,0.0,80.0
146,0.9856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5
