,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,V2O5,Tliq
17823,0.5584,0.1707,0.0268,0.0469,0.0463,0.0,0.0,0.1456,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.15
17824,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1455.15
17825,0.62006200620062,0.0,0.067006700670067,0.0447044704470446,0.2303230323032303,0.0,0.0159015901590159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022002200220022,0.0,0.0,0.0,0.0,1470.15
17826,0.5889,0.1099,0.0068,0.0,0.0,0.0345,0.1512,0.0247,0.0,0.0103,0.0362,0.0,0.0,0.0,0.0154,0.0,0.0,0.013,0.0,0.0,1174.15
17827,0.6062,0.0385,0.0482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2968,0.0,0.0,0.0103,0.0,0.0,0.0,0.0,0.0,1114.15
17828,0.0,0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.1499999999999
17829,0.5,0.0,0.0184,0.0,0.0,0.0,0.4816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.15
17830,0.7565999999999999,0.0,0.0911,0.0306,0.0306,0.0,0.0,0.0,0.0911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.15
17831,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.15
17832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723,0.0,0.0,0.0,0.0,0.2769999999999999,0.0,0.0,0.0,1007.15
17833,0.6659999999999999,0.0,0.0,0.0,0.1989999999999999,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.15
17834,0.6459452161651316,0.0,0.0828057964057484,0.0624043683057814,0.0172012040842859,0.0,0.0,0.1508105567389717,0.0226015821107477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178012460872261,0.0,0.0,1385.15
17835,0.6765323467653234,0.0,0.0258974102589741,0.0,0.0117988201179882,0.0064993500649935,0.0331966803319668,0.0340965903409659,0.0280971902809719,0.0714928507149285,0.0254974502549744,0.0,0.0,0.0,0.0,0.0868913108689131,0.0,0.0,0.0,0.0,1388.15
17836,0.5256000000000001,0.0422,0.0,0.0,0.0,0.0,0.1749,0.0515,0.0,0.1737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0,1203.15
17837,0.615,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.15
17838,0.0437,0.616,0.0,0.0,0.0,0.3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.15
17839,0.7616,0.0,0.018,0.0,0.0,0.0,0.0,0.2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.15
17840,0.2724,0.0,0.1189,0.1278,0.4809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.15
17841,0.5,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.15
17842,0.7063999999999999,0.0,0.0,0.0,0.2025999999999999,0.0,0.0,0.0867999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041999999999999,0.0,1541.15
17843,0.7307,0.0,0.0861,0.0363,0.0,0.0,0.1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.15
17844,0.6793,0.0,0.0,0.1344999999999999,0.0,0.0,0.0,0.0,0.1861999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.15
17845,0.7,0.0,0.08,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.15
17846,0.62,0.0,0.105,0.075,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.15
17847,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.15
