,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,V2O5,rho,E,Tg,Tmelt,F
0,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
1,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
2,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
3,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
4,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
5,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
6,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
7,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
8,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
9,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
10,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
11,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
12,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
13,0.5000720564702181,0.0,8.139910111200674e-14,5.664101142125328e-05,1.4086588431251437e-13,0.0,0.0,0.18110179214895708,0.24176765881433815,0.0652173794591569,0.0,0.0,0.0,0.0,0.0,0.011784472095686256,0.0,0.0,0.0,0.0,2669.878388653998,53.75996948210935,611.528564453125,995.4240112304688,0.8944915208380343
