,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,V2O5,rho,E,Tg,Tm
125,0.527034576693172,0.0,0.03242179849001516,0.05577812090567619,0.000938969950418276,0.0,0.0,0.1210680128327122,0.04777170574133321,0.1353418539020721,0.0,0.0,0.0,0.0,0.0,0.07964496148460089,0.0,0.0,0.0,0.0,2837.96819001887,76.30617477832084,548.6436586360185,1264.2431120885444
126,0.538913039505343,0.0,0.02991094485310696,0.022000858573798833,0.05638890544135643,0.0,0.0,0.1371762638785853,0.03027038271152347,0.11690253617593806,0.0,0.0,0.0,0.0,0.0,0.06843706886034798,0.0,0.0,0.0,0.0,2827.5847449547255,76.73168262619426,540.0934061625398,1234.2021558543447
127,0.5768541715624612,0.0,0.013989397455529766,0.001175841106962007,0.17192928373292582,0.0,0.0,0.0739311674201752,0.05647640887261893,0.02693137551675017,0.0,0.0,0.0,0.0,0.0,0.07871235433257691,0.0,0.0,0.0,0.0,2742.2374756290446,74.7565652550574,593.0071009938913,1267.6810291953198
128,0.5183483243235002,0.0,0.0346335814426092,3.435164834434999e-05,0.16414138107741907,0.0,0.0,0.13997474951273037,0.05941720749499754,0.017354798135823274,0.0,0.0,0.0,0.0,0.0,0.06609560636457595,0.0,0.0,0.0,0.0,2725.5781551273853,74.57888555227417,560.398403991006,1242.4485612773997
129,0.527648107622613,0.0,0.01701517010353319,0.040727500886434,0.052065890380180654,0.0,0.0,0.15671588142398488,0.07557006161939257,0.06799366760380486,0.0,0.0,0.0,0.0,0.0,0.06226372036005683,0.0,0.0,0.0,0.0,2747.889236158348,71.93310781421434,518.4505034430443,1203.5736985446247
130,0.5928707128775583,0.0,0.0007856605783206071,0.03539092392626766,0.017683579918769548,0.0,0.0,0.17101242074140252,0.0007947289442662886,0.09394314102044353,0.0,0.0,0.0,0.0,0.0,0.08751883199297152,0.0,0.0,0.0,0.0,2790.8192777090767,79.4020620950786,577.1077034759076,1210.3569160694133
131,0.5804819442593969,0.0,0.0011349174816242026,0.024271126177600823,0.09217376418570673,0.0,0.0,0.11746506859526631,0.06063031085874497,0.10730218489380317,0.0,0.0,0.0,0.0,0.0,0.016540683547856875,0.0,0.0,0.0,0.0,2782.5551732400218,72.51829406154897,531.8793621165958,1293.3831864053031
132,0.4509032749039746,0.0,0.01619090977182458,0.10590777880310977,0.1755632867253046,0.0,0.0,0.1323717453310953,0.06664006819843098,0.014606405807883506,0.0,0.0,0.0,0.0,0.0,0.037816530458376664,0.0,0.0,0.0,0.0,2757.876182423719,76.40687162501828,510.07710403205635,1213.381645606592
133,0.47533296872844444,0.0,0.06459708357960789,0.002971202524670636,0.05799716792643535,0.0,0.0,0.15276074707487228,0.03542938356930122,0.13440092141982088,0.0,0.0,0.0,0.0,0.0,0.0765105251768473,0.0,0.0,0.0,0.0,2850.7290612888264,75.93891117578843,523.8090518262704,1186.5407060665975
134,0.4961336270915497,0.0,0.0019737188751021723,0.09177182713062391,0.15325706826720353,0.0,0.0,0.15872653452494015,0.026410263521809908,0.03311110413850039,0.0,0.0,0.0,0.0,0.0,0.03861585645027019,0.0,0.0,0.0,0.0,2768.930806040865,79.0120322775402,526.5512796089755,1236.287821371599
135,0.5226167038849538,0.0,0.003661804978348533,0.0024835329756014934,0.141921437248773,0.0,0.0,0.1456357073859504,0.05707520626572031,0.07599636727413471,0.0,0.0,0.0,0.0,0.0,0.05060923998651765,0.0,0.0,0.0,0.0,2809.164625076087,72.38584853556114,535.2324994701792,1181.1128108771159
136,0.47945609768973063,0.0,0.009337616967583878,0.04351704970553413,0.2244773202658192,0.0,0.0,0.18247807288079468,0.010620029083096946,0.04933952140817571,0.0,0.0,0.0,0.0,0.0,0.000774291999264802,0.0,0.0,0.0,0.0,2790.7131475938977,75.72167322906752,534.9404351695654,1144.3610468016918
137,0.5433060429927767,0.0,0.026991355025348444,0.001111298482892189,0.12803142648510263,0.0,0.0,0.10632075070537755,0.03814928660331964,0.1347511438706017,0.0,0.0,0.0,0.0,0.0,0.021338695834581086,0.0,0.0,0.0,0.0,2852.7732484890917,72.72299314418194,546.525203959991,1295.0682469210606
138,0.48867292467451295,0.0,0.0015429512962503071,0.04811028413212963,0.18032411919591787,0.0,0.0,0.08687734234719839,0.07098140082609213,0.11508396027047085,0.0,0.0,0.0,0.0,0.0,0.008407017257427861,0.0,0.0,0.0,0.0,2867.089466185388,71.71312104185684,544.9686937049167,1251.161750018457
139,0.4929822427518882,0.0,0.01614289880231829,0.07160896690923647,0.18180801187169707,0.0,0.0,0.14028218420758629,0.07013247341622741,0.01646944831726898,0.0,0.0,0.0,0.0,0.0,0.010573773723777297,0.0,0.0,0.0,0.0,2713.4703055489867,75.50640485268583,515.3502866730609,1170.0066573514655
140,0.4962411591264747,0.0,0.09108542664948589,0.026184526450228344,0.01281704670898975,0.0,0.0,0.1513898082620783,0.07732596358629426,0.06220898470743668,0.0,0.0,0.0,0.0,0.0,0.08274708450901214,0.0,0.0,0.0,0.0,2694.1831520589226,72.42721900707566,533.7610485047015,1277.943341778915
141,0.4734943200620136,0.0,0.015972841225128664,0.04539987327809482,0.1836703383132258,0.0,0.0,0.12250345462418774,0.06886232827145933,0.00503484569017979,0.0,0.0,0.0,0.0,0.0,0.08506199853571018,0.0,0.0,0.0,0.0,2764.812602869513,75.07160236125611,551.860663753976,1187.8777686989124
142,0.5181357897281657,0.0,0.03554114550897284,0.06332561602019743,0.017452779160352427,0.0,0.0,0.16224434926911407,0.030435745322931133,0.10648209192940152,0.0,0.0,0.0,0.0,0.0,0.06638248306086494,0.0,0.0,0.0,0.0,2793.1373831033457,78.49953201676718,543.3297402192405,1289.0515774200012
143,0.5310680394660359,0.0,0.010735482715071468,0.09975911958799176,0.16636543713260007,0.0,0.0,0.10833456508272017,0.04277635307061185,0.00030828887488451904,0.0,0.0,0.0,0.0,0.0,0.04065271407008427,0.0,0.0,0.0,0.0,2700.9272717538292,80.61843330309219,560.5088016805792,1284.3641813424333
